timestamp,device_id,outside_temp,setpoint,room_temp,humidity,ac_tonnage,star_rating,power_consumption
2024-03-01 00:00:00,1,24.39911077883267,22,20.647186409816058,51.73705399714766,1.5,5,1.1835028449935576
2024-03-01 01:00:00,1,26.996496292477154,25,27.434835482070813,61.03174545237363,1.5,5,1.569073674922591
2024-03-01 02:00:00,1,26.575164066517132,25,23.36288868393215,51.17089902793961,1.5,5,1.4932677762328752
2024-03-01 03:00:00,1,26.040012302278864,23,22.060824590800276,54.79174959602678,1.5,5,1.10191333043365
2024-03-01 04:00:00,1,33.29636272084329,23,23.01936883734323,54.78319825537647,1.5,5,1.6227178304978427
2024-03-01 05:00:00,1,29.214945132882868,23,22.062263711820908,56.19448964772459,1.5,5,1.5189252598823884
2024-03-01 06:00:00,1,24.217348136994865,25,25.717695850486724,68.88802797232093,1.5,5,1.934735005417337
2024-03-01 07:00:00,1,30.753585841164327,23,21.753382776529293,79.79530165648251,1.5,5,1.022899957856964
2024-03-01 08:00:00,1,34.3664685910379,24,22.348482410990382,41.326410621225556,1.5,5,1.850490982000656
2024-03-01 09:00:00,1,31.09739578165344,24,28.07673956590375,49.329787301852825,1.5,5,2.0043403722485618
2024-03-01 10:00:00,1,23.44189010213796,24,22.594859224617622,48.058595163777355,1.5,5,1.0234853679904692
2024-03-01 11:00:00,1,26.547297781401245,22,23.19274299900792,68.78785413128986,1.5,5,2.148994967699255
2024-03-01 12:00:00,1,31.800733447559868,24,22.586643638779123,66.89730363205,1.5,5,1.1515521425459283
2024-03-01 13:00:00,1,25.876991603143658,23,20.688579450261656,63.909343986039545,1.5,5,1.9438253945036164
2024-03-01 14:00:00,1,29.331458284438686,23,22.864611558826155,51.062182239383105,1.5,5,2.4252517201243413
2024-03-01 15:00:00,1,30.32390216028801,25,22.9886428458614,57.12643039076737,1.5,5,2.3807310760035305
2024-03-01 16:00:00,1,25.21920858526575,22,21.410281942752576,39.11718803758953,1.5,5,1.2590773896784397
2024-03-01 17:00:00,1,27.8214239318146,22,20.806231708704914,62.304954484108656,1.5,5,1.4407448234523716
